ID_CUPOM,DT,PRODUTO
116887991,2018-06-05 20:24:17.367,INSET BAYGON MULTI AER        300ML
116887991,2018-06-05 20:24:17.367,INSET BAYGON MULTI AER        300ML
116904803,2018-06-05 22:59:52.380,CUSCUZ MILHO NUTRIVITA FLOC 500G
117045112,2018-06-06 18:20:48.983,CH SONHO DE CREME  KG
117285479,2018-06-07 23:36:36.790,F MELAO AMARELO KG
117285479,2018-06-07 23:36:36.790,CART M BONI P/CAB C/50 GRAMP N51341
117285479,2018-06-07 23:36:36.790,SAB NIVEA BOX MASC SENSIT 3EM1 90G
117285479,2018-06-07 23:36:36.790,F MELAO AMARELO KG
117285479,2018-06-07 23:36:36.790,CART M BONI P/CAB C/50 GRAMP N51341
117285479,2018-06-07 23:36:36.790,SAB NIVEA BOX MASC SENSIT 3EM1 90G
117381675,2018-06-08 15:49:04.480,CUSCUZ MILHO MARATA FLOCAO 500G
117581923,2018-06-09 14:46:25.770,CUSCUZ MILHO MARATA FLOCAO 500G
117602515,2018-06-09 16:20:24.970,VH TTO CHIL STA HEL SAUV RESE 750ML
117688783,2018-06-09 23:30:54.833,ALCATRA BOV PED KG
117688783,2018-06-09 23:30:54.833,DANONE LIQ MORANGO             900G
117688783,2018-06-09 23:30:54.833,F UVA DA HORA DOCE MEL UN
117688783,2018-06-09 23:30:54.833,ALCATRA BOV PED KG
117688783,2018-06-09 23:30:54.833,DANONE LIQ MORANGO             900G
117688783,2018-06-09 23:30:54.833,F UVA DA HORA DOCE MEL UN
116856427,2018-06-05 18:26:33.610,V ALFACE AMERICANO               KG
116856427,2018-06-05 18:26:33.610,V COUVE FLOR                     KG
116856427,2018-06-05 18:26:33.610,BISC ESTRELA MARIA             400G
116856427,2018-06-05 18:26:33.610,F CASTANHA DO PARA EXCEL 150G
116856427,2018-06-05 18:26:33.610,V ACELGA HORT VERDE              KG
116856427,2018-06-05 18:26:33.610,BISC RICH ANIM ZOO WAF CHOC BRA 30G
117212578,2018-06-07 17:15:26.733,VIN MINHOTO ALCOOL            500ML
117212578,2018-06-07 17:15:26.733,FILEZINHO DE PEITO FGO SEAR     BD
117212578,2018-06-07 17:15:26.733,VIN MINHOTO ALCOOL            500ML
117212578,2018-06-07 17:15:26.733,FILEZINHO DE PEITO FGO SEAR     BD
117269902,2018-06-07 20:49:31.040,POLPA MANGA FRUTA POLPA 500G
117277517,2018-06-07 21:35:16.710,BAR CER HERSHEYS MPK CN CREAM 66G
117277517,2018-06-07 21:35:16.710,IOG V CAMPO WHEY MORANGO 250G
117285235,2018-06-07 23:08:49.963,VIN MINHOTO ALCOOL            500ML
117285235,2018-06-07 23:08:49.963,PAPEL HIG LEBLANC PERF FLD    4X30M
117285235,2018-06-07 23:08:49.963,VIN MINHOTO ALCOOL            500ML
117285235,2018-06-07 23:08:49.963,PAPEL HIG LEBLANC PERF FLD    4X30M
117285235,2018-06-07 23:08:49.963,VIN MINHOTO ALCOOL            500ML
117285235,2018-06-07 23:08:49.963,PAPEL HIG LEBLANC PERF FLD    4X30M
116562405,2018-06-03 15:12:18.203,F MELAO AMARELO KG
116562405,2018-06-03 15:12:18.203,LEITE L VIDA PIRACANJUBA DESN   1LT
116562405,2018-06-03 15:12:18.203,POLPA CAJA SEMPRE VIVA 400G
116562405,2018-06-03 15:12:18.203,POLPA CAJA SEMPRE VIVA 400G
116700249,2018-06-04 19:14:56.480,CALDO MAGGI CARNE 114G
116882524,2018-06-05 20:00:32.467,MAC LAM NISSIN SUAVE GALINHA 85G
116942415,2018-06-06 10:37:03.730,CUSCUZ MILHO NUTRIVITA FLOC 500G
116942415,2018-06-06 10:37:03.730,AP BARB DESC PREST 3 BODY SENSE 4X1
117003045,2018-06-06 15:42:16.220,VIN MINHOTO ALCOOL            500ML
117049709,2018-06-06 18:35:27.260,F MELAO AMARELO KG
117049709,2018-06-06 18:35:27.260,F MELAO AMARELO KG
117049709,2018-06-06 18:35:27.260,F MELAO AMARELO KG
117102262,2018-06-06 23:36:44.047,CUSCUZ MILHO DONA CLARA FLOC 500G
117102262,2018-06-06 23:36:44.047,CUSCUZ MILHO DONA CLARA FLOC 500G
117102262,2018-06-06 23:36:44.047,BISC CLUB SOCIAL CROSTINI ORIG 80G
117284351,2018-06-07 22:29:47.480,F MELAO AMARELO KG
117314803,2018-06-08 10:10:24.610,DESINF AZULIM MARINER            1L
117314803,2018-06-08 10:10:24.610,AMAC ROU YPE CONC BLUE 500ML
117450216,2018-06-08 20:01:21.943,FILEZINHO DE PEITO FGO SEAR     BD
117454792,2018-06-08 20:20:12.720,COLHER P/ CAFE JUNCO CRIST P 10X100
117454792,2018-06-08 20:20:12.720,COLHER P/ CAFE JUNCO CRIST P 10X100
117454792,2018-06-08 20:20:12.720,COLHER P/ CAFE JUNCO CRIST P 10X100
117628861,2018-06-09 18:00:40.737,V ACELGA HORT VERDE              KG
117628861,2018-06-09 18:00:40.737,QUEIJO RICOTA S NORTE KG
116565443,2018-06-03 19:04:48.060,BISC FORT AMAN CHOC            400G
116566381,2018-06-03 20:06:07.597,FEIJAO CARIOCA NATURAL          1KG
116879586,2018-06-05 19:48:17.860,VIN MINHOTO ALCOOL            750ML
116879586,2018-06-05 19:48:17.860,VIN MINHOTO ALCOOL            750ML
116945351,2018-06-06 10:48:16.827,CUSCUZ MILHO DONA CLARA FLOC 500G
116945351,2018-06-06 10:48:16.827,FAR BRAG GROSSA 600G
116952803,2018-06-06 11:20:47.917,POLPA POLMAR CUPUACU           400G
116958153,2018-06-06 11:42:24.250,TINT IMEDIA EXC KIT 7.1 LOUR ACINZ
116958153,2018-06-06 11:42:24.250,TINT IMEDIA EXC KIT 7.1 LOUR ACINZ
116958153,2018-06-06 11:42:24.250,TINT IMEDIA EXC KIT 7.1 LOUR ACINZ
116958153,2018-06-06 11:42:24.250,TINT IMEDIA EXC KIT 7.1 LOUR ACINZ
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,PATO GEL ADESIVO MARINE AP      38G
117139468,2018-06-07 10:44:40.127,PATO GEL ADESIVO MARINE AP      38G
117139468,2018-06-07 10:44:40.127,PATO GEL ADESIVO MARINE AP      38G
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,CUSCUZ MILHO DONA CLARA FLOC 500G
117139468,2018-06-07 10:44:40.127,PATO GEL ADESIVO MARINE AP      38G
117139468,2018-06-07 10:44:40.127,PATO GEL ADESIVO MARINE AP      38G
117139468,2018-06-07 10:44:40.127,PATO GEL ADESIVO MARINE AP      38G
117191374,2018-06-07 15:37:46.527,ESFIRRA BUMBA MEU PAO            KG
117191374,2018-06-07 15:37:46.527,ESFIRRA BUMBA MEU PAO            KG
117191374,2018-06-07 15:37:46.527,ESFIRRA BUMBA MEU PAO            KG
117390588,2018-06-08 16:26:33.663,V ALFACE AMERICANO               KG
116564175,2018-06-03 17:29:50.193,QUEIJO PRATO REGINA P/ FATIAR    KG
116564175,2018-06-03 17:29:50.193,QUEIJO PRATO REGINA P/ FATIAR    KG
116881060,2018-06-05 19:55:51.273,"CHIC MENTOS 3+ FRUIT 8,5G"
116881060,2018-06-05 19:55:51.273,"CHIC MENTOS 3+ FRUIT 8,5G"
116881060,2018-06-05 19:55:51.273,"CHIC MENTOS 3+ FRUIT 8,5G"
116881526,2018-06-05 19:57:00.450,MAC PETYBON PENNE COL G DURO 500G
116881526,2018-06-05 19:57:00.450,AMAC MON BIJOU BABY NANA NENEM   1L
116881526,2018-06-05 19:57:00.450,MAC PETYBON PENNE COL G DURO 500G
116881526,2018-06-05 19:57:00.450,AMAC MON BIJOU BABY NANA NENEM   1L
116887127,2018-06-05 20:20:47.473,CARNE MOIDA DE 2 BOV             KG
116887127,2018-06-05 20:20:47.473,CARNE MOIDA DE 2 BOV             KG
116887127,2018-06-05 20:20:47.473,CUSCUZ MILHO NUTRIVITA FLOC 500G
116887127,2018-06-05 20:20:47.473,POLPA POLMAR CUPUACU           400G
116887127,2018-06-05 20:20:47.473,AMAC ROU DOWNY 4X LIR CAM 500ML
116887127,2018-06-05 20:20:47.473,FRIG TRAM TURIM VERM           20CM
116913914,2018-06-06 08:26:15.943,BISC ESTRELA C CRACKER         400G
116913914,2018-06-06 08:26:15.943,LEITE L VIDA PIRACANJUBA DESN   1LT
117384904,2018-06-08 16:03:53.960,MAC GALO VERM PENA SEM 500G
117384904,2018-06-08 16:03:53.960,MASSA WRAP LIGHT RAP 10 330G
117384904,2018-06-08 16:03:53.960,MAC GALO VERM PENA SEM 500G
117384904,2018-06-08 16:03:53.960,MASSA WRAP LIGHT RAP 10 330G
117518955,2018-06-09 10:41:39.433,REFRIG JESUS                     2L
117533129,2018-06-09 11:29:44.510,CREME DE RICOTA REGINA LIGHT 250G
117533129,2018-06-09 11:29:44.510,SAB LIQ INTIMO PROTEX DELICAT 200ML
117588683,2018-06-09 15:18:27.210,"INSET SBP NOITES TRANQ REF 2,44ML"
117643046,2018-06-09 18:52:01.837,V ALFACE AMERICANO               KG
117643046,2018-06-09 18:52:01.837,BIFINHOS BAW WAW PICANHA RP 50G
117643046,2018-06-09 18:52:01.837,CUSCUZ MILHO MARATA FLOCAO 500G
117672728,2018-06-09 20:50:43.667,IOG VIGOR INTEGRAL AMEIXA  170G
117672728,2018-06-09 20:50:43.667,FILEZINHO DE PEITO FGO SEAR     BD
117672728,2018-06-09 20:50:43.667,SABAO BAR YPE COCO 200G
116894294,2018-06-05 20:57:26.220,VIN MINHOTO ALCOOL            750ML
116894294,2018-06-05 20:57:26.220,PAPEL HIG LEBLANC PERF FLD    4X30M
116894294,2018-06-05 20:57:26.220,DOCE PIONEI LEITE C/COCO       400G
116894294,2018-06-05 20:57:26.220,FRANGO A PASSAR CONG SADIA (8)  1KG
116894294,2018-06-05 20:57:26.220,SAB LIQ GRANADO BEBE REF E D 250ML
116894294,2018-06-05 20:57:26.220,FAR BRAG GROSSA 600G
116894294,2018-06-05 20:57:26.220,VIN MINHOTO ALCOOL            750ML
116894294,2018-06-05 20:57:26.220,PAPEL HIG LEBLANC PERF FLD    4X30M
116894294,2018-06-05 20:57:26.220,DOCE PIONEI LEITE C/COCO       400G
116894294,2018-06-05 20:57:26.220,FRANGO A PASSAR CONG SADIA (8)  1KG
116894294,2018-06-05 20:57:26.220,SAB LIQ GRANADO BEBE REF E D 250ML
116894294,2018-06-05 20:57:26.220,FAR BRAG GROSSA 600G
116899491,2018-06-05 21:32:39.617,CUSCUZ MILHO NUTRIVITA FLOC 500G
116899491,2018-06-05 21:32:39.617,CUSCUZ MILHO NUTRIVITA FLOC 500G
116899491,2018-06-05 21:32:39.617,BISC FORT AMAN CHOC            400G
116899491,2018-06-05 21:32:39.617,DOCE PIONEI LEITE C/COCO       400G
116899491,2018-06-05 21:32:39.617,FRALDA PAMP PANTS CS MEGA XXG 26X1
116899491,2018-06-05 21:32:39.617,AMAC ROU DOWNY SUAVE GENTIL 500ML
116904856,2018-06-05 23:00:58.560,COL T MONICA HUGGIES          100ML
116930728,2018-06-06 09:49:48.543,F MELAO AMARELO KG
116930728,2018-06-06 09:49:48.543,LEITE L VIDA PIRACANJUBA DESN   1LT
116930728,2018-06-06 09:49:48.543,LEITE L VIDA PIRACANJUBA DESN   1LT
116930728,2018-06-06 09:49:48.543,JONGOME HORT VERDE  UN
117140487,2018-06-07 10:48:25.080,LIMP VEJA PESADA FL CAMPE 500ML MSL
117140487,2018-06-07 10:48:25.080,LIMP VEJA PESADA FL CAMPE 500ML MSL
117152117,2018-06-07 11:40:30.477,COADOR DE CAFE DU BOM GIGANTE4
117424797,2018-06-08 18:31:01.110,CUSCUZ MILHO NUTRIVITA FLOC 500G
117424797,2018-06-08 18:31:01.110,CUSCUZ MILHO NUTRIVITA FLOC 500G
117477260,2018-06-08 22:45:49.893,F MELAO AMARELO KG
117575145,2018-06-09 14:17:25.453,ASSADO PANELA DIANTEIRO          KG
117575145,2018-06-09 14:17:25.453,ASSADO PANELA DIANTEIRO          KG
117641157,2018-06-09 18:45:14.133,PIZZA SADIA PORTUGUESA         460G
117641157,2018-06-09 18:45:14.133,IOG V CAMPO WHEY MORANGO 250G
116522400,2018-06-03 11:27:13.307,V ALFACE AMERICANO               KG
116522400,2018-06-03 11:27:13.307,FRANGO A PASSAR CONG SADIA (8)  1KG
116522400,2018-06-03 11:27:13.307,CUSCUZ MILHO MARATA FLOCAO 500G
116522400,2018-06-03 11:27:13.307,CUSCUZ MILHO MARATA FLOCAO 500G
116522400,2018-06-03 11:27:13.307,CUSCUZ MILHO MARATA FLOCAO 500G
116733912,2018-06-04 22:55:47.877,FILEZINHO DE PEITO FGO SEAR     BD
116733912,2018-06-04 22:55:47.877,FILEZINHO DE PEITO FGO SEAR     BD
116870069,2018-06-05 19:12:36.993,CUSCUZ MILHO NUTRIVITA FLOC 500G
116870069,2018-06-05 19:12:36.993,CUSCUZ MILHO NUTRIVITA FLOC 500G
116870069,2018-06-05 19:12:36.993,CUSCUZ MILHO NUTRIVITA FLOC 500G
117102391,2018-06-06 23:37:09.440,VIN MINHOTO ALCOOL            500ML
117102391,2018-06-06 23:37:09.440,ACUC ORGAN CRIST NATIVE 1KG
117102391,2018-06-06 23:37:09.440,ACUC ORGAN CRIST NATIVE 1KG
117102391,2018-06-06 23:37:09.440,SAB LUX SUAVE TOQUE DE BAUNILHA 85G
117102391,2018-06-06 23:37:09.440,AMAC ROU COMF CONC OL ESS GLAM 1L
117102391,2018-06-06 23:37:09.440,VIN MINHOTO ALCOOL            500ML
117102391,2018-06-06 23:37:09.440,ACUC ORGAN CRIST NATIVE 1KG
117102391,2018-06-06 23:37:09.440,ACUC ORGAN CRIST NATIVE 1KG
117102391,2018-06-06 23:37:09.440,SAB LUX SUAVE TOQUE DE BAUNILHA 85G
117102391,2018-06-06 23:37:09.440,AMAC ROU COMF CONC OL ESS GLAM 1L
117330012,2018-06-08 11:16:58.200,VIN MINHOTO ALCOOL            500ML
117340926,2018-06-08 12:04:23.213,V ALFACE AMERICANO               KG
117340926,2018-06-08 12:04:23.213,CUSCUZ MILHO NUTRIVITA FLOC 500G
117340926,2018-06-08 12:04:23.213,DANONE LIQ MORANGO             900G
117535343,2018-06-09 11:37:36.063,V VAGEM                          KG
117535343,2018-06-09 11:37:36.063,V ALFACE AMERICANO               KG
117535343,2018-06-09 11:37:36.063,V VAGEM                          KG
117535343,2018-06-09 11:37:36.063,V ALFACE AMERICANO               KG
117535343,2018-06-09 11:37:36.063,V VAGEM                          KG
117535343,2018-06-09 11:37:36.063,V ALFACE AMERICANO               KG
117606439,2018-06-09 16:38:03.717,F MELAO AMARELO KG
117606439,2018-06-09 16:38:03.717,F MELAO AMARELO KG
117616950,2018-06-09 17:16:14.970,DETERG MINUANO NEUTRO         500ML
117616950,2018-06-09 17:16:14.970,DETERG MINUANO NEUTRO         500ML
117616950,2018-06-09 17:16:14.970,CH SONHO DE CREME  KG
116559499,2018-06-03 14:11:14.533,INSET BAYGON MULTI AER        300ML
116559499,2018-06-03 14:11:14.533,FLUTUADOR MOR 1551               UN
116559499,2018-06-03 14:11:14.533,FLUTUADOR MOR 1551               UN
116559499,2018-06-03 14:11:14.533,CUSCUZ MILHO MARATA FLOCAO 500G
116813127,2018-06-05 15:30:50.803,SARDINHA ROBINSON CRUSOE TOM   125G
116813127,2018-06-05 15:30:50.803,SARDINHA ROBINSON CRUSOE TOM   125G
116813127,2018-06-05 15:30:50.803,SARDINHA ROBINSON CRUSOE TOM   125G
116813127,2018-06-05 15:30:50.803,SARDINHA ROBINSON CRUSOE TOM   125G
116821790,2018-06-05 16:19:01.620,F MELAO AMARELO KG
116821790,2018-06-05 16:19:01.620,F MELAO AMARELO KG
116872791,2018-06-05 19:22:07.947,LIXA RICCA COLLOR 363
116987446,2018-06-06 14:16:11.993,PAO MULTI GRANO BUMBA MEU PAO KG
116987446,2018-06-06 14:16:11.993,PAPEL HIG LEBLANC PERF FLD    4X30M
116987446,2018-06-06 14:16:11.993,CUSCUZ MILHO DONA CLARA FLOC 500G
116987446,2018-06-06 14:16:11.993,PAO MULTI GRANO BUMBA MEU PAO KG
116987446,2018-06-06 14:16:11.993,PAPEL HIG LEBLANC PERF FLD    4X30M
116987446,2018-06-06 14:16:11.993,CUSCUZ MILHO DONA CLARA FLOC 500G
117182439,2018-06-07 14:42:26.903,SAB EVEN SUAVE MANT KARITE 90G
117262966,2018-06-07 20:17:18.550,VIN MINHOTO ALCOOL            750ML
117262966,2018-06-07 20:17:18.550,VIN MINHOTO ALCOOL            750ML
117262966,2018-06-07 20:17:18.550,SABAO BAR YPE COCO 200G
117675391,2018-06-09 21:05:32.350,LEITE L VIDA PIRACANJUBA DESN   1LT
116902834,2018-06-05 22:04:30.337,SUCO PR DAFRUTA CAJU 1L
116902834,2018-06-05 22:04:30.337,SUCO PR DAFRUTA CAJU 1L
117285282,2018-06-07 23:12:46.510,V ALFACE AMERICANO               KG
117285282,2018-06-07 23:12:46.510,"GUARD LEVE 21,5X21,5            UN"
117285282,2018-06-07 23:12:46.510,SAB NIVEA BOX MASC SENSIT 3EM1 90G
117285367,2018-06-07 23:22:59.440,AP BARB DESC PREST 3 BODY SENSE 4X1
117435192,2018-06-08 19:04:46.060,IOG V CAMPO WHEY MORANGO 250G
117435192,2018-06-08 19:04:46.060,IOG V CAMPO WHEY MORANGO 250G
117435192,2018-06-08 19:04:46.060,IOG V CAMPO WHEY MORANGO 250G
117435192,2018-06-08 19:04:46.060,IOG V CAMPO WHEY MORANGO 250G
117435192,2018-06-08 19:04:46.060,IOG V CAMPO WHEY MORANGO 250G
117501995,2018-06-09 09:40:46.107,REFRIG JESUS                     2L
117501995,2018-06-09 09:40:46.107,REFRIG JESUS                     2L
117663501,2018-06-09 20:08:40.710,REFRIG JESUS                     2L
117663501,2018-06-09 20:08:40.710,VIN MINHOTO ALCOOL            500ML
117663501,2018-06-09 20:08:40.710,LEITE L VIDA PIRACANJUBA DESN   1LT
117663501,2018-06-09 20:08:40.710,CHOC BR LACTA AMARO 135G
117663501,2018-06-09 20:08:40.710,REFRIG JESUS                     2L
117663501,2018-06-09 20:08:40.710,VIN MINHOTO ALCOOL            500ML
117663501,2018-06-09 20:08:40.710,LEITE L VIDA PIRACANJUBA DESN   1LT
117663501,2018-06-09 20:08:40.710,CHOC BR LACTA AMARO 135G
117679813,2018-06-09 21:32:37.890,BISC ITAM LOOK FL NEGRA        55GR
117679813,2018-06-09 21:32:37.890,BOLINHO PELAG BRIG/CHOC DISNEY 40G
116887991,2018-06-05 20:24:17.367,CHIC TRIDENT MENTA             8G
116887991,2018-06-05 20:24:17.367,COOKIE BAUD AVEIA E PASSAS     140G
116887991,2018-06-05 20:24:17.367,BISC NESTLE NESFIT BAN/AVE/CAN 200G
116887991,2018-06-05 20:24:17.367,CHIC TRIDENT MENTA             8G
116887991,2018-06-05 20:24:17.367,COOKIE BAUD AVEIA E PASSAS     140G
116887991,2018-06-05 20:24:17.367,BISC NESTLE NESFIT BAN/AVE/CAN 200G
116904803,2018-06-05 22:59:52.380,SACO LIXO DOVER ROLL DEFEN 30L 20X1
117285479,2018-06-07 23:36:36.790,SH CLEAR MEN 2X1 LIMP DIARIA 200ML
117285479,2018-06-07 23:36:36.790,SH CLEAR MEN 2X1 LIMP DIARIA 200ML
117381675,2018-06-08 15:49:04.480,CORACAO DE FRANGO BDJ SEARA     1KG
117581923,2018-06-09 14:46:25.770,PAO CASEIRO DA VO BUMBA MEU PAO  KG
117581923,2018-06-09 14:46:25.770,PAO DE FORMA PQ                  KG
117602515,2018-06-09 16:20:24.970,AGUA SANIT JESUS                 1L
117602515,2018-06-09 16:20:24.970,CERVEJA STELLA ARTOIS LN 275ML
117602515,2018-06-09 16:20:24.970,SH CLEAR LIMP PROFUNDA 200ML
116856427,2018-06-05 18:26:33.610,V ABOBRINHA ITALIANA             KG
116856427,2018-06-05 18:26:33.610,BAR PROT &JOY CRANB E AMA 70G
116994639,2018-06-06 15:01:43.267,MAIONESE HELLM SH              200G
116994639,2018-06-06 15:01:43.267,MAIONESE HELLM SH              200G
116994639,2018-06-06 15:01:43.267,V COUVE FLOR ILHA NATIVA         KG
117277517,2018-06-07 21:35:16.710,ALHO BOM ALHO 100GR
117285235,2018-06-07 23:08:49.963,MARG PRIMOR CREMOSA C/SAL     500GR
117285235,2018-06-07 23:08:49.963,IOG ACTIVIA SENSAC KIWI 120G
117285235,2018-06-07 23:08:49.963,MARG PRIMOR CREMOSA C/SAL     500GR
117285235,2018-06-07 23:08:49.963,IOG ACTIVIA SENSAC KIWI 120G
117285235,2018-06-07 23:08:49.963,MARG PRIMOR CREMOSA C/SAL     500GR
117285235,2018-06-07 23:08:49.963,IOG ACTIVIA SENSAC KIWI 120G
117285546,2018-06-07 23:50:04.407,MARG DELICIA CREM             250GR
117457884,2018-06-08 20:35:55.107,ENERG RED BULL 250ML
117457884,2018-06-08 20:35:55.107,ENERG RED BULL           355ML
117457884,2018-06-08 20:35:55.107,ENERG RED BULL           355ML
116562405,2018-06-03 15:12:18.203,COOKIE BAUD AVEIA E PASSAS     140G
116563575,2018-06-03 16:35:25.573,LAVA ROU COQUEL LAVANDA       500ML
116700249,2018-06-04 19:14:56.480,MAIONESE HELLM SH              200G
116942415,2018-06-06 10:37:03.730,ENERG RED BULL 250ML
116942415,2018-06-06 10:37:03.730,BISC NEST NEGRES RECH          140G
116942415,2018-06-06 10:37:03.730,BISC NEST NEGRES RECH          140G
116942415,2018-06-06 10:37:03.730,FILTRO PAPEL STA CLARA 102
116942415,2018-06-06 10:37:03.730,LIMP ALUM DULAGO 500ML
116942415,2018-06-06 10:37:03.730,REFRIG KUAT PET 250ML
116942415,2018-06-06 10:37:03.730,REFRIG KUAT PET 250ML
116942415,2018-06-06 10:37:03.730,REFRIG KUAT PET 250ML
117003045,2018-06-06 15:42:16.220,CR LEITE CAMPONESA UHT TRAD 200G
117003045,2018-06-06 15:42:16.220,CR LEITE CAMPONESA UHT TRAD 200G
117026486,2018-06-06 17:19:58.827,OVOS DE GALINHA BRANCO EXT (10)20X1
117026486,2018-06-06 17:19:58.827,PIMENTINHA HORT VERDE  KG
117026486,2018-06-06 17:19:58.827,PIMENTINHA HORT VERDE  KG
117026486,2018-06-06 17:19:58.827,IOG ACTIVIA SENSAC KIWI 120G
117026486,2018-06-06 17:19:58.827,OVOS DE GALINHA BRANCO EXT (10)20X1
117026486,2018-06-06 17:19:58.827,PIMENTINHA HORT VERDE  KG
117026486,2018-06-06 17:19:58.827,PIMENTINHA HORT VERDE  KG
117026486,2018-06-06 17:19:58.827,IOG ACTIVIA SENSAC KIWI 120G
117026486,2018-06-06 17:19:58.827,OVOS DE GALINHA BRANCO EXT (10)20X1
117026486,2018-06-06 17:19:58.827,PIMENTINHA HORT VERDE  KG
117026486,2018-06-06 17:19:58.827,PIMENTINHA HORT VERDE  KG
117026486,2018-06-06 17:19:58.827,IOG ACTIVIA SENSAC KIWI 120G
117043493,2018-06-06 18:15:17.770,LEITE COND NESTLE MOCA LT 395G
117043493,2018-06-06 18:15:17.770,LEITE COND NESTLE MOCA LT 395G
117043493,2018-06-06 18:15:17.770,LEITE COND NESTLE MOCA LT 395G
117043493,2018-06-06 18:15:17.770,LEITE COND NESTLE MOCA LT 395G
117102262,2018-06-06 23:36:44.047,AP BARB DESC PREST FEM 2X1
117102262,2018-06-06 23:36:44.047,BISC BAUD CEREALE CACAU CASTAN 170G
117284351,2018-06-07 22:29:47.480,MARG PRIMOR CREMOSA C/SAL     500GR
117284351,2018-06-07 22:29:47.480,MING NESTON SH 210G
117450216,2018-06-08 20:01:21.943,MARG PRIMOR CREMOSA C/SAL     500GR
117450216,2018-06-08 20:01:21.943,AGUA SANIT JESUS                 1L
117450216,2018-06-08 20:01:21.943,PROT SOJA SINHA TEX VITAE NAT  400G
117477715,2018-06-08 23:14:35.787,ABS S LIV NOT ADAPT SC C/AB 32X1
117477715,2018-06-08 23:14:35.787,ABS S LIV NOT ADAPT SC C/AB 32X1
117477715,2018-06-08 23:14:35.787,ABS S LIV NOT ADAPT SC C/AB 32X1
116565443,2018-06-03 19:04:48.060,MARG DELICIA CREM             250GR
116566381,2018-06-03 20:06:07.597,AGUA SANIT JESUS                 1L
116566381,2018-06-03 20:06:07.597,TOALHA PISO CAMESA PEGADA BCO
116566381,2018-06-03 20:06:07.597,TOALHA PISO CAMESA PEGADA BCO
116804265,2018-06-05 14:28:55.733,PIZZA CALABRESA PRE PRONTA       KG
116925948,2018-06-06 09:29:14.860,MARG PRIMOR CREMOSA C/SAL     500GR
116925948,2018-06-06 09:29:14.860,DES AER REXONA FEM POWDER L150 P120
116945351,2018-06-06 10:48:16.827,AGUA SANIT JESUS                 1L
116952803,2018-06-06 11:20:47.917,PIMENTINHA HORT VERDE  KG
117126181,2018-06-07 09:42:58.897,AGUA SANIT JESUS                 1L
117126181,2018-06-07 09:42:58.897,BEB LAC V CAMPO SHAK WHEY BAN 250ML
117126181,2018-06-07 09:42:58.897,BEB LAC V CAMPO SHAK WHEY BAN 250ML
117139468,2018-06-07 10:44:40.127,CR D COLG ANTICARIE            180G
117139468,2018-06-07 10:44:40.127,CR D COLG ANTICARIE            180G
117139468,2018-06-07 10:44:40.127,CR D COLG ANTICARIE            180G
117139468,2018-06-07 10:44:40.127,MILHO PIP TRAD ZAELI AMERICANA 500G
117139468,2018-06-07 10:44:40.127,CR D COLG ANTICARIE            180G
117139468,2018-06-07 10:44:40.127,CR D COLG ANTICARIE            180G
117139468,2018-06-07 10:44:40.127,CR D COLG ANTICARIE            180G
117139468,2018-06-07 10:44:40.127,MILHO PIP TRAD ZAELI AMERICANA 500G
117503498,2018-06-09 09:47:55.250,CR LEITE NESTLE LT 300G
117503498,2018-06-09 09:47:55.250,LEITE COND NESTLE MOCA LT 395G
116811687,2018-06-05 15:24:11.850,CUSCUZ MILHO VITAMILHO FLOC    500G
116811687,2018-06-05 15:24:11.850,QUEIJO MEIA CURA SERTANORT KG
116811687,2018-06-05 15:24:11.850,CH TARTELETE MORANGO  KG
116811687,2018-06-05 15:24:11.850,IOG ACTIVIA SENSAC KIWI 120G
116881060,2018-06-05 19:55:51.273,"CHIC MENTOS 3+ MELANCIA 8,5G"
116881060,2018-06-05 19:55:51.273,"CHIC MENTOS 3+ MELANCIA 8,5G"
116881060,2018-06-05 19:55:51.273,"CHIC MENTOS 3+ MELANCIA 8,5G"
116881526,2018-06-05 19:57:00.450,MORT PERDIGAO SUINA              KG
116881526,2018-06-05 19:57:00.450,MORT PERDIGAO SUINA              KG
116887127,2018-06-05 20:20:47.473,MILHO PIP MIC YOKI MANT/SUAV   100G
116913914,2018-06-06 08:26:15.943,DES AER NIVEA FEM DRY CONFOR 150ML*
116913914,2018-06-06 08:26:15.943,DES AER NIVEA FEM DRY CONFOR 150ML*
116913914,2018-06-06 08:26:15.943,AP BARB DESC PROBAK REG L7P5 @
116952890,2018-06-06 11:20:59.680,IOG ACTIVIA SENSAC KIWI 120G
116952890,2018-06-06 11:20:59.680,IOG ACTIVIA SENSAC KIWI 120G
117384904,2018-06-08 16:03:53.960,MILHO PIP TRAD ZAELI AMERICANA 500G
